clause	token_label	emotion-label	doc_id
but as time had worn on and nothing but profit eventuated	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1312
he grew bolder and more confident.	O O O O B-EMO I-EMO	happiness	1312
Then	O	surprise	1315
after several years of this secret relationship	O O O O O O O	surprise	1315
in which the ties of sympathy and understanding grew stronger instead of weaker	O O O O O O O O O O O O O	surprise	1315
came the storm	B-CAU I-CAU I-CAU	surprise	1315
It burst unexpectedly and out of a clear sky	O O B-EMO O O O O O O	surprise	1315
and bore no relation to the intention or volition of any individual	O O O O O O O O O O O O	surprise	1315
It was nothing more than a fire	O O O O O O O	surprise	1315
a distant one--the great Chicago fire	O O O O O O	surprise	1315
October 7th	O O	surprise	1315
1871	O	surprise	1315
which burned that city-- its vast commercial section--to the ground	O O O O O O O O O O	surprise	1315
and instantly and incidentally produced a financial panic	O O O O O O O O	surprise	1315
vicious though of short duration in various other cities in America.	O O O O O O O O O O O	surprise	1315
Cowperwood	O	fear	1316
Sr	O	fear	1316
was already plucking at his side-whiskers in a confused and troubled way	O O O O O O O O O O O O	fear	1316
He was cogitating as to what might happen to him in case his son failed	O O O O O O O O O O O O O O O	fear	1316
for he was deeply involved with him	O O O O O O O	fear	1316
He was a little gray in his complexion now	O O B-EMO I-EMO I-EMO O O O O	fear	1316
frightened	O	fear	1316
for he had already strained many points in his affairs to accommodate his son	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1316
If Frank should not be able promptly on the morrow to meet the call which the bank might have to make for one hundred and fifty thousand dollars	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	1316
the onus and scandal of the situation would be on him.	O O O O O O O O O O O	fear	1316
"""Sure that's a nice little storm in a teapot"	O O O O O O O O O	fear	1319
now	O	fear	1319
isn't it	O O	fear	1319
Chicago begins to burn	B-CAU I-CAU I-CAU I-CAU	fear	1319
and I have to worry here in Philadelphia	O O O O B-EMO O O O	fear	1319
Well	O	fear	1319
"well--"" Cowperwood was up now and moving to the door"	O O O O O O O O O O	fear	1319
"""And where are you going"	O O O O O	fear	1319
Owen was running swiftly in his mind over Cowperwood's affairs--as much as he knew of them	O O O O O O O O O O O O O O O O	surprise	1320
He felt keenly that the banker ought to be shaken out	O O O O O O O O O O O	surprise	1320
This dilemma was his fault	O O O O O	surprise	1320
not Stener's--he felt	O O O	surprise	1320
It was strange to him that his father did not see it and resent it.	O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1320
He was of a domestic turn of mind	O O O O O O O O	happiness	1321
Still	O	happiness	1321
Sunday evening being an excellent one for conference purposes generally in the world of politics	O O O O O O O O O O O O O O O	happiness	1321
he was not without the thought that some one or other of his distinguished confreres might call	O O O O O O O O O O O O O O O O O	happiness	1321
and when the combination footman and butler announced the presence of Butler and his son	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1321
he was well pleased.	O O B-EMO I-EMO	happiness	1321
He hurried down the street to various bankers and brokers suggesting that they do this--close the exchange	O O O O O O O O O O O O O O O O O	sadness	1324
At a few minutes before twelve o'clock he drove rapidly to the station to meet Stener	O O O O O O O O O O O O O O O O	sadness	1324
but to his great disappointment the latter did not arrive	O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1324
It looked as though he had missed his train	O O O O O O O O O	sadness	1324
Cowperwood sensed something	O O O	sadness	1324
some trick	O O	sadness	1324
and decided to go to the city hall and also to Stener's house	O O O O O O O O O O O O O	sadness	1324
Perhaps he had returned and was trying to avoid him.	O O O O O O O O O O	sadness	1324
Stener	O	fear	1325
as he saw him now	O O O O O	fear	1325
was a pawn in whosoever's hands he happened to be at the time	O O O O O O O O O O O O O	fear	1325
and despite Mr	O O O	fear	1325
Mollenhauer and Mr	O O O	fear	1325
Simpson and Mr	O O O	fear	1325
Butler he proposed to attempt to keep him in his own hands if possible	O O O O O O O O O O O O O O	fear	1325
And so he stood there looking at him as might a snake at a bird determined to galvanize him into selfish self-interest if possible	O O O O O O O O O O O O O O O O O O O O O O O O	fear	1325
But Stener was so frightened that at the moment it looked as though there was little to be done with him	O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1325
His face was a grayish-blue: his eyelids and eye rings puffy and his hands and lips moist	O O O O O O O O O O O O O O O O O	fear	1325
God	O	fear	1325
what a hole he was in now	O O O O O O O	fear	1325
"""But what can I do"	O O O O O	sadness	1327
Frank	O	sadness	1327
""" he pleaded"	O O O	sadness	1327
weakly	O	sadness	1327
"""I can't go against Mollenhauer"	B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1327
They can prosecute me if I do that	O O O O O O O O	sadness	1327
They can do it	O O O O	sadness	1327
anyhow	O	sadness	1327
I can't do that	O O O O	sadness	1327
I'm not strong enough	O O O O	sadness	1327
If they didn't know	O O O O	sadness	1327
if you hadn't told them	O O O O O	sadness	1327
it might be different	O O O O	sadness	1327
"but this way--"" He shook his head sadly"	O O O O B-EMO I-EMO I-EMO I-EMO	sadness	1327
his gray eyes filled with a pale distress.	O O O O O O O O	sadness	1327
Stener stood there ridiculously meditating when	O O O O O O	fear	1332
as a matter of fact	O O O O O	fear	1332
his very financial blood was oozing away	O O O O O O O	fear	1332
Yet he was afraid to act	O O O O O O	fear	1332
He was afraid of Mollenhauer	O O O O O	fear	1332
afraid of Cowperwood	O O O	fear	1332
afraid of life and of himself	B-EMO O B-CAU I-CAU I-CAU I-CAU	fear	1332
The thought of panic	O O O O	fear	1332
loss	O	fear	1332
was not so much a definite thing connected with his own property	O O O O O O O O O O O O	fear	1332
his money	O O	fear	1332
as it was with his social and political standing in the community.	O O O O O O O O O O O O	fear	1332
That was why he had been so ready to let Cowperwood act for him	O O O O O O O O O O O O O O	fear	1333
and now	O O	fear	1333
when he should have seen more clearly than ever the significance of what Cowperwood was proposing	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1333
he was frightened and his reason obscured by such things as Mollenhauer's probable opposition and rage	O O B-EMO O O O O O O O O O O O O O	fear	1333
Cowperwood's possible failure	O O O	fear	1333
his own inability to face a real crisis	O O O O O O O O	fear	1333
Cowperwood's innate financial ability did not reassure Stener in this hour.	O O O O O O O O O O O	fear	1333
"""Good God"	O O	disgust	1336
how you talk	O O O	disgust	1336
""" exploded Cowperwood"	O O O	disgust	1336
angrily	O	disgust	1336
looking at him with ill-concealed contempt	O O O O B-EMO I-EMO	disgust	1336
"""Go ahead"	O O	disgust	1336
See Mollenhauer	O O	disgust	1336
Let him tell you how to cut your own throat for his benefit	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1336
It won't be right to loan me three hundred thousand dollars more	O O O O O O O O O O O O	disgust	1336
but it will be right to let the five hundred thousand dollars you have loaned stand unprotected and lose it	O O O O O O O O O O O O O O O O O O O O	disgust	1336
That's right	O O	disgust	1336
isn't it	O O	disgust	1336
That's just what you propose to do--lose it	O O O O O O O O	disgust	1336
and everything else besides	O O O O	disgust	1336
I want to tell you what it is	O O O O O O O O	disgust	1336
George--you've lost your mind.	O O O O	disgust	1336
Stener was just about to make another weak rejoinder when the door from the outer office opened	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1337
and Albert Stires	O O O	fear	1337
Stener's chief clerk	O O O	fear	1337
entered	O	fear	1337
Stener was too flustered to really pay any attention to Stires for the moment	O O B-EMO I-EMO O O O O O O O O O O	fear	1337
but Cowperwood took matters in his own hands.	O O O O O O O O	fear	1337
During this drive	O O O	surprise	1338
curiously	B-EMO	surprise	1338
by reason of one of those strange psychologic intuitions which so often precede a human difficulty of one sort or another	O O O O O O O O O O O O O O O O O O O O O	surprise	1338
he had been thinking of Aileen	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1338
He was thinking of the peculiarity of his relationship with her	O O O O O O O O O O O	surprise	1338
and of the fact that now he was running to her father for assistance.	O O O O O O O O O O O O O O	surprise	1338
Owen was puzzled by the old man's angry mood	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1339
He wondered what it all meant	O O O O O O	disgust	1339
but thought he and Cowperwood might have had a few words	O O O O O O O O O O O	disgust	1339
He went out to his desk to write a note and call a clerk	O O O O O O O O O O O O O O	disgust	1339
Butler went to the window and stared out.	O O O O O O O O	disgust	1339
"""It's a great blow to me"	O O O O O O	sadness	1340
daughter	O	sadness	1340
It's a great blow to me	O O O O O O	sadness	1340
""" he said"	O O O	sadness	1340
"""I'm willing to take your word if ye say so"	O O O O O O O O O O	sadness	1340
but I can't help thinkin' what a sad thing it would be if ye were lyin' to me	O O O O O O O B-EMO O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1340
I haven't had the house watched	O O O O O O	sadness	1340
I only got this this mornin'.	O O O O O O	sadness	1340
"""Why"	O	sadness	1341
your mother would die of a broken heart if she thought there was anybody could say the least word against ye	O O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1341
""" pursued Butler"	O O O	sadness	1341
in a shaken voice	O O O O	sadness	1341
"""This man has a family--a wife and children"	O O O O O O O O	sadness	1341
Ye oughtn't to want to do anythin' to hurt them	O O O O O O O O O O	sadness	1341
They'll have trouble enough	O O O O	sadness	1341
if I'm not mistaken--facin' what's comin' to them in the future	O O O O O O O O O O O	sadness	1341
""" and Butler's jaw hardened just a little"	O O O O O O O O	sadness	1341
"""Ye're a beautiful girl"	O O O O	sadness	1341
Ye're young	O O	sadness	1341
Ye have money	O O O	sadness	1341
There's dozens of young men'd be proud to make ye their wife	O O O O O O O O O O O O	sadness	1341
Whatever ye may be thinkin' or doin'	O O O O O O O	sadness	1341
don't throw away your life	O O O O O	sadness	1341
Don't destroy your immortal soul	O O O O O	sadness	1341
"Don't break my heart entirely."""	O O O O O	sadness	1341
Now he was distressed as to what Aileen would do	O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU	sadness	1342
say if suddenly she were confronted by her father	O O O O O O O O O	sadness	1342
If he could only get to her	O O O O O O O	sadness	1342
But if he was to meet Butler's call for his loan	O O O O O O O O O O O	sadness	1342
and the others which would come yet to-day or on the morrow	O O O O O O O O O O O O	sadness	1342
there was not a moment to lose	O O O O O O O	sadness	1342
If he did not pay he must assign at once	O O O O O O O O O O	sadness	1342
Butler's rage	O O	sadness	1342
Aileen	O	sadness	1342
his own danger	O O O	sadness	1342
were brushed aside for the moment	O O O O O O	sadness	1342
His mind concentrated wholly on how to save himself financially.	O O O O O O O O O O	sadness	1342
I ask the indulgence of the children who may read this book for dedicating it to a grown-up.	O O O O B-EMO I-EMO O O O O O O O O B-CAU I-CAU I-CAU I-CAU	sadness	1343
